nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f7 0x000000f7 6   7            ascii   ?Rich4
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
6359 0x00067588 0x10067588 27  56   .rdata  utf16le \Logs\PakonErrorLogScan.txt
6360 0x000675c0 0x100675c0 27  56   .rdata  utf16le \Logs\PakonErrorLogMain.txt
6361 0x00067608 0x10067608 21  22   .rdata  ascii   ?DMLDICEEnd@@YAJPAX@Z
6362 0x00067620 0x10067620 54  55   .rdata  ascii   ?DMLDICEDefectCount@@YAJPAXUDICEInfoDynamicTag@@PAK2@Z
6363 0x00067658 0x10067658 46  47   .rdata  ascii   ?DMLDICEProcess@@YAJPAXUDICEInfoDynamicTag@@@Z
6364 0x00067688 0x10067688 19  20   .rdata  ascii   ?DICEVersion@@YAJXZ
6365 0x0006769c 0x1006769c 43  44   .rdata  ascii   ?DMLDICEBegin@@YAPAXKUDICEInfoStaticTag@@@Z
6366 0x000676d0 0x100676d0 18  19   .rdata  ascii   PIAnselDeleteScene
6367 0x000676e4 0x100676e4 17  18   .rdata  ascii   PIAnselDeleteRoll
6368 0x000676f8 0x100676f8 30  31   .rdata  ascii   PIAnselColorSceneBalancePlanar
6369 0x00067718 0x10067718 19  20   .rdata  ascii   PIAnselAnalyzeScene
6370 0x0006772c 0x1006772c 18  19   .rdata  ascii   PIAnselAnalyzeRoll
6371 0x00067740 0x10067740 14  15   .rdata  ascii   PIAnselEndRoll
6372 0x00067750 0x10067750 15  16   .rdata  ascii   PIAnselAddScene
6373 0x00067760 0x10067760 19  20   .rdata  ascii   PIAnselStartNewRoll
6374 0x00067774 0x10067774 26  27   .rdata  ascii   PIColorCorrectColRevPlanar
6375 0x00067790 0x10067790 30  31   .rdata  ascii   PIColorCorrectColNegPlanarSave
6376 0x000677b0 0x100677b0 30  31   .rdata  ascii   PIColorCorrectColNegPlanarScan
6377 0x000677d0 0x100677d0 22  23   .rdata  ascii   PIScaleAndRotatePlanar
6378 0x000677e8 0x100677e8 14  15   .rdata  ascii   PIRotatePlanar
6379 0x000677f8 0x100677f8 19  20   .rdata  ascii   PIColorAdjustPlanar
6380 0x0006780c 0x1006780c 16  17   .rdata  ascii   PIFileOpenPlanar
6381 0x00067820 0x10067820 19  20   .rdata  ascii   PIFileSpecsPlanar_8
6382 0x00067834 0x10067834 18  19   .rdata  ascii   PISaveFilePlanar_8
6383 0x00067848 0x10067848 5   6    .rdata  ascii   PIEnd
6384 0x00067850 0x10067850 7   8    .rdata  ascii   PIBegin
6385 0x00067868 0x10067868 5   24   .rdata  utf32le APCH0
6386 0x000678a8 0x100678a8 97  98   .rdata  ascii   CodesInserted at beginning %d, FirstGoodDx %d, FirstGoodDxLineNumber %u, m_uiFilmFoundOffset %u\r\n
6387 0x0006790c 0x1006790c 16  17   .rdata  ascii    %02u  %5u  %d\r\n
6388 0x00067920 0x10067920 32  33   .rdata  ascii   %s, Height %u\r\nFrame Line Good\r\n
6389 0x00067948 0x10067948 106 107  .rdata  ascii   Count = %u, Avg = %u, Expected = %u, Correction = %u, Product = %d, Specifier = %d, Scan Warnings = 0x%X\r\n
6390 0x000679b4 0x100679b4 30  31   .rdata  ascii   \r\n\r\n------------------------\r\n
6391 0x000679d4 0x100679d4 18  19   .rdata  ascii   NO Scratch Removal
6392 0x000679e8 0x100679e8 19  20   .rdata  ascii   Use Scratch Removal
6393 0x000679fc 0x100679fc 10  12   .rdata  ascii   Cartridge,
6394 0x00067a08 0x10067a08 7   9    .rdata  ascii   , 35mm,
6395 0x00067a14 0x10067a14 7   9    .rdata  ascii   , 24mm,
6396 0x00067a20 0x10067a20 6   8    .rdata  ascii   Serial
6397 0x00067a28 0x10067a28 22  46   .rdata  utf16le %s\Logs\PakonDxLog.txt
6398 0x00067a58 0x10067a58 26  27   .rdata  ascii   %2d %2d %2d %5d  %s  %6u\r\n
6399 0x00067a74 0x10067a74 25  26   .rdata  ascii   %2d %6u %6u %6u %6u %6u\r\n
6400 0x00067a90 0x10067a90 24  25   .rdata  ascii   ID Prev   Curr   Width\r\n
6401 0x00067aac 0x10067aac 55  56   .rdata  ascii   \r\n\r\n------------------ Perforations -----------------\r\n
6402 0x00067ae4 0x10067ae4 9   10   .rdata  ascii   %2d %6u\r\n
6403 0x00067af0 0x10067af0 9   10   .rdata  ascii   ID Line\r\n
6404 0x00067afc 0x10067afc 53  54   .rdata  ascii   \r\n-------------------- Fat Bits -------------------\r\n
6405 0x00067b34 0x10067b34 26  27   .rdata  ascii   ID OK In Frame PAR  Line\r\n
6406 0x00067b50 0x10067b50 51  52   .rdata  ascii   -------------------- DX Codes -------------------\r\n
6407 0x00067b84 0x10067b84 38  39   .rdata  ascii   Max Correctness of %d found at %d.\r\n\r\n
6408 0x00067bac 0x10067bac 18  19   .rdata  ascii   Good Dx Count %d\r\n
6409 0x00067bc0 0x10067bc0 105 106  .rdata  ascii    FilmFoundDx %u,  FilmFoundOffset %u, uiOffsetCcdTest %u, uiOffsetCcdTestLow %u, uiOffsetCcdTestHigh %u\r\n
6410 0x00067c30 0x10067c30 35  72   .rdata  utf16le IOCTL_EZUSB_VENDOR_OR_CLASS_REQUEST
6411 0x00067c78 0x10067c78 20  42   .rdata  utf16le EC_NoScannerDetected
6412 0x00067ca4 0x10067ca4 15  32   .rdata  utf16le EC_DICE_Unknown
6413 0x00067cc4 0x10067cc4 20  42   .rdata  utf16le EC_DICE_CouldNotLoad
6414 0x00067cf0 0x10067cf0 15  32   .rdata  utf16le EC_DICE_CodeErr
6415 0x00067d10 0x10067d10 19  40   .rdata  utf16le EC_DICE_InternalErr
6416 0x00067d38 0x10067d38 17  36   .rdata  utf16le EC_DICE_QueueFull
6417 0x00067d5c 0x10067d5c 24  50   .rdata  utf16le EC_DICE_InvalidParameter
6418 0x00067d90 0x10067d90 21  44   .rdata  utf16le EC_DICE_InvalidThread
6419 0x00067dbc 0x10067dbc 21  44   .rdata  utf16le EC_DICE_NotInProgress
6420 0x00067de8 0x10067de8 18  38   .rdata  utf16le EC_DICE_InProgress
6421 0x00067e10 0x10067e10 14  30   .rdata  utf16le EC_DICE_MemErr
6422 0x00067e30 0x10067e30 25  52   .rdata  utf16le EC_PFS_FileAlreadyDeleted
6423 0x00067e64 0x10067e64 20  42   .rdata  utf16le EC_PFS_ReadBeforeBOF
6424 0x00067e90 0x10067e90 24  50   .rdata  utf16le EC_PFS_InvalidFileHandle
6425 0x00067ec4 0x10067ec4 25  52   .rdata  utf16le EC_PFS_NotEnoughDiskSpace
6426 0x00067ef8 0x10067ef8 30  62   .rdata  utf16le EC_PFS_WritingToCompletedStrip
6427 0x00067f38 0x10067f38 21  44   .rdata  utf16le EC_PFS_InvalidPointer
6428 0x00067f64 0x10067f64 15  32   .rdata  utf16le EC_PFS_BadDrive
6429 0x00067f84 0x10067f84 19  40   .rdata  utf16le EC_PFS_WritePastEOF
6430 0x00067fac 0x10067fac 23  48   .rdata  utf16le EC_PFS_WriteSizeInvalid
6431 0x00067fdc 0x10067fdc 21  44   .rdata  utf16le EC_PFS_FileSystemFull
6432 0x00068008 0x10068008 23  48   .rdata  utf16le EC_PFS_FileLengthNotSet
6433 0x00068038 0x10068038 25  52   .rdata  utf16le EC_PFS_NotLastStripInFile
6434 0x0006806c 0x1006806c 18  38   .rdata  utf16le EC_PFS_ReadPastEOF
6435 0x00068094 0x10068094 25  52   .rdata  utf16le EC_PFS_FilePointerDeleted
6436 0x000680c8 0x100680c8 26  54   .rdata  utf16le EC_PFS_RollAlreadyRecycled
6437 0x00068100 0x10068100 22  46   .rdata  utf16le EC_PFS_NullFilePointer
6438 0x00068130 0x10068130 25  52   .rdata  utf16le EC_PFS_FileSystemNotEmpty
6439 0x00068164 0x10068164 24  50   .rdata  utf16le EC_PFS_PartitionSelected
6440 0x00068198 0x10068198 23  48   .rdata  utf16le EC_PFS_FileSystemExists
6441 0x000681c8 0x100681c8 31  64   .rdata  utf16le EC_PFS_PartitionAlreadySelected
6442 0x00068208 0x10068208 19  40   .rdata  utf16le EC_PI_NO_DISK_SPACE
6443 0x00068230 0x10068230 23  48   .rdata  utf16le EC_PI_KCDFS_INIT_FAILED
6444 0x00068260 0x10068260 14  30   .rdata  utf16le EC_PI_CR_LUTS6
6445 0x00068280 0x10068280 32  66   .rdata  utf16le EC_PI_UNKNOWN_EXCEPTION_RECORDED
6446 0x000682c4 0x100682c4 30  62   .rdata  utf16le EC_PI_KNOWN_EXCEPTION_RECORDED
6447 0x00068308 0x10068308 37  76   .rdata  utf16le EC_PI_CR_COMBINE_INPUT_OUTPUT_PROFILE
6448 0x00068358 0x10068358 34  70   .rdata  utf16le EC_PI_COMBINE_INPUT_OUTPUT_PROFILE
6449 0x000683a0 0x100683a0 25  52   .rdata  utf16le EC_PI_INVALID_FILE_FORMAT
6450 0x000683d4 0x100683d4 28  58   .rdata  utf16le EC_PI_ERROR_SETTING_LOCKBEAM
6451 0x00068410 0x10068410 25  52   .rdata  utf16le EC_PI_INVALID_ORIENTATION
6452 0x00068444 0x10068444 28  58   .rdata  utf16le EC_PI_MIN_MAX_RANGE_CONTRAST
6453 0x00068480 0x10068480 30  62   .rdata  utf16le EC_PI_MIN_MAX_RANGE_BRIGHTNESS
6454 0x000684c0 0x100684c0 24  50   .rdata  utf16le EC_PI_MIN_MAX_RANGE_BLUE
6455 0x000684f4 0x100684f4 25  52   .rdata  utf16le EC_PI_MIN_MAX_RANGE_GREEN
6456 0x00068528 0x10068528 23  48   .rdata  utf16le EC_PI_MIN_MAX_RANGE_RED
6457 0x00068558 0x10068558 22  46   .rdata  utf16le EC_PI_NO_MMX_PROCESSOR
6458 0x00068588 0x10068588 22  46   .rdata  utf16le EC_PI_RPD2ROMM_PROFILE
6459 0x000685b8 0x100685b8 20  42   .rdata  utf16le EC_PI_OUTPUT_PROFILE
6460 0x000685e4 0x100685e4 19  40   .rdata  utf16le EC_PI_INPUT_PROFILE
6461 0x0006860c 0x1006860c 22  46   .rdata  utf16le EC_PI_CR_INPUT_PROFILE
6462 0x00068640 0x10068640 32  66   .rdata  utf16le EC_PI_CANT_WRITE_PAKONERRORLOGPI
6463 0x00068684 0x10068684 12  26   .rdata  utf16le EC_PI_MEMORY
6464 0x000686a0 0x100686a0 13  28   .rdata  utf16le EC_PI_UNKNOWN
6465 0x000686bc 0x100686bc 24  50   .rdata  utf16le EC_DRV_PacketOverFlowErr
6466 0x000686f0 0x100686f0 25  52   .rdata  utf16le EC_DRV_TransferInProgress
6467 0x00068724 0x10068724 23  48   .rdata  utf16le EC_DRV_InfoBufferString
6468 0x00068754 0x10068754 30  62   .rdata  utf16le EC_DRV_PacketReadWriteMismatch
6469 0x00068798 0x10068798 31  64   .rdata  utf16le EC_DRV_PacketHostErrorUndefined
6470 0x000687d8 0x100687d8 25  52   .rdata  utf16le EC_DRV_PacketHostErrorBus
6471 0x0006880c 0x1006880c 26  54   .rdata  utf16le EC_DRV_PacketHostErrorAlgo
6472 0x00068848 0x10068848 36  74   .rdata  utf16le EC_DRV_PacketHostErrorEndPointLength
6473 0x00068898 0x10068898 37  76   .rdata  utf16le EC_DRV_PacketHostErrorEndPointTimeOut
6474 0x000688e8 0x100688e8 36  74   .rdata  utf16le EC_DRV_PacketHostErrorEndPointFormat
6475 0x00068934 0x10068934 27  56   .rdata  utf16le EC_DRV_PacketHostErrorCkSum
6476 0x0006896c 0x1006896c 28  58   .rdata  utf16le EC_DRV_PacketHostErrorFormat
6477 0x000689a8 0x100689a8 27  56   .rdata  utf16le EC_DRV_PacketHostErrorNoAck
6478 0x000689e0 0x100689e0 19  40   .rdata  utf16le EC_DRV_PacketCmdErr
6479 0x00068a08 0x10068a08 20  42   .rdata  utf16le EC_DRV_PacketCommErr
6480 0x00068a34 0x10068a34 24  50   .rdata  utf16le EC_DRV_PacketChecksumErr
6481 0x00068a68 0x10068a68 19  40   .rdata  utf16le EC_DRV_FifoOverflow
6482 0x00068a90 0x10068a90 17  36   .rdata  utf16le EC_DRV_PacketBusy
6483 0x00068ab4 0x10068ab4 24  50   .rdata  utf16le EC_DRV_InvalidPacketType
6484 0x00068ae8 0x10068ae8 15  32   .rdata  utf16le EC_DRV_LostSync
6485 0x00068b08 0x10068b08 23  48   .rdata  utf16le EC_DRV_RingTailOverflow
6486 0x00068b38 0x10068b38 32  66   .rdata  utf16le EC_DRV_CannotFindStartOfScanLine
6487 0x00068b7c 0x10068b7c 14  30   .rdata  utf16le EC_DRV_Unknown
6488 0x00068b9c 0x10068b9c 20  42   .rdata  utf16le EC_BistPicmMotorFail
6489 0x00068bc8 0x10068bc8 18  38   .rdata  utf16le EC_BistPicmVinFail
6490 0x00068bf0 0x10068bf0 18  38   .rdata  utf16le EC_BistPicm13VFail
6491 0x00068c18 0x10068c18 18  38   .rdata  utf16le EC_BistPicm12VFail
6492 0x00068c40 0x10068c40 17  36   .rdata  utf16le EC_BistPicm6VFail
6493 0x00068c64 0x10068c64 17  36   .rdata  utf16le EC_BistPicm5VFail
6494 0x00068c88 0x10068c88 17  36   .rdata  utf16le EC_BistPicm3VFail
6495 0x00068cac 0x10068cac 23  48   .rdata  utf16le EC_BistPiclTeCoolerFail
6496 0x00068ce0 0x10068ce0 32  66   .rdata  utf16le EC_BistPiclLightBdTempSensorFail
6497 0x00068d28 0x10068d28 33  68   .rdata  utf16le EC_BistPiclMotherBdTempSensorFail
6498 0x00068d70 0x10068d70 33  68   .rdata  utf16le EC_BistPiclCurrentDriversCommFail
6499 0x00068db8 0x10068db8 31  64   .rdata  utf16le EC_BistPiclMotherBdFpgaCommFail
6500 0x00068df8 0x10068df8 22  46   .rdata  utf16le EC_BistPiclDxEntryFail
6501 0x00068e28 0x10068e28 21  44   .rdata  utf16le EC_BistPiclDxExitFail
6502 0x00068e54 0x10068e54 21  44   .rdata  utf16le EC_FocusBoardNotFound
6503 0x00068e80 0x10068e80 16  34   .rdata  utf16le EC_PicM_NotFound
6504 0x00068ea4 0x10068ea4 16  34   .rdata  utf16le EC_PicF_NotFound
6505 0x00068ec8 0x10068ec8 23  48   .rdata  utf16le EC_MotorFault_PowerFail
6506 0x00068ef8 0x10068ef8 23  48   .rdata  utf16le EC_MotorFault_FilmDrive
6507 0x00068f28 0x10068f28 25  52   .rdata  utf16le EC_MotorFault_CCD_Stepper
6508 0x00068f5c 0x10068f5c 26  54   .rdata  utf16le EC_MotorFault_Lens_Stepper
6509 0x00068f94 0x10068f94 23  48   .rdata  utf16le EC_MotorFault_FilmGuide
6510 0x00068fc4 0x10068fc4 25  52   .rdata  utf16le EC_MotorFault_FilterWheel
6511 0x00068ff8 0x10068ff8 15  32   .rdata  utf16le EC_VerifyFailed
6512 0x00069018 0x10069018 19  40   .rdata  utf16le EC_CCD_VoltageError
6513 0x00069040 0x10069040 23  48   .rdata  utf16le EC_MMX_SSE_NotSupported
6514 0x00069070 0x10069070 19  40   .rdata  utf16le EC_BadSimulatorFile
6515 0x00069098 0x10069098 16  34   .rdata  utf16le EC_NoFilmTimeOut
6516 0x000690bc 0x100690bc 13  28   .rdata  utf16le EC_DXBadSwing
6517 0x000690d8 0x100690d8 31  64   .rdata  utf16le EC_DXAdjustingPotsForGoodSignal
6518 0x00069118 0x10069118 26  54   .rdata  utf16le EC_DXNoGoodBrightSpotFound
6519 0x00069150 0x10069150 16  34   .rdata  utf16le EC_DXNoFilmFound
6520 0x00069174 0x10069174 22  46   .rdata  utf16le EC_DXPotsWillNotAdjust
6521 0x000691a4 0x100691a4 25  52   .rdata  utf16le EC_PollPpbNotOutOfService
6522 0x000691d8 0x100691d8 14  30   .rdata  utf16le EC_BadFileData
6523 0x000691f8 0x100691f8 21  44   .rdata  utf16le EC_ApsUnprocessedFilm
6524 0x00069224 0x10069224 14  30   .rdata  utf16le EC_ApsParkInit
6525 0x00069244 0x10069244 10  22   .rdata  utf16le EC_ApsPark
6526 0x0006925c 0x1006925c 14  30   .rdata  utf16le EC_ApsOverflow
6527 0x0006927c 0x1006927c 17  36   .rdata  utf16le EC_ApsNoCartridge
6528 0x000692a0 0x100692a0 20  42   .rdata  utf16le EC_ApsFilmJamRetract
6529 0x000692cc 0x100692cc 17  36   .rdata  utf16le EC_ApsFilmJamScan
6530 0x000692f0 0x100692f0 20  42   .rdata  utf16le EC_ApsFilmJamExtract
6531 0x0006931c 0x1006931c 18  38   .rdata  utf16le EC_ApsFilmEndError
6532 0x00069344 0x10069344 24  50   .rdata  utf16le EC_ApsEjectButtonPressed
6533 0x00069378 0x10069378 23  48   .rdata  utf16le EC_ApsCartridgeUnpacked
6534 0x000693a8 0x100693a8 26  54   .rdata  utf16le EC_WIN_WaitForSingleObject
6535 0x000693e0 0x100693e0 20  42   .rdata  utf16le EC_WIN_VirtualUnlock
6536 0x0006940c 0x1006940c 18  38   .rdata  utf16le EC_WIN_VirtualLock
6537 0x00069434 0x10069434 18  38   .rdata  utf16le EC_WIN_VirtualFree
6538 0x0006945c 0x1006945c 19  40   .rdata  utf16le EC_WIN_VirtualAlloc
6539 0x00069484 0x10069484 22  46   .rdata  utf16le EC_WIN_UnmapViewOfFile
6540 0x000694b8 0x100694b8 31  64   .rdata  utf16le EC_WIN_SetProcessWorkingSetSize
6541 0x000694f8 0x100694f8 23  48   .rdata  utf16le EC_WIN_SetFilePointerEx
6542 0x00069528 0x10069528 15  32   .rdata  utf16le EC_WIN_SetEvent
6543 0x00069548 0x10069548 19  40   .rdata  utf16le EC_WIN_SetEndOfFile
6544 0x00069570 0x10069570 17  36   .rdata  utf16le EC_WIN_ResetEvent
6545 0x00069594 0x10069594 22  46   .rdata  utf16le EC_WIN_OpenFileMapping
6546 0x000695c4 0x100695c4 16  34   .rdata  utf16le EC_WIN_OpenEvent
6547 0x000695e8 0x100695e8 20  42   .rdata  utf16le EC_WIN_MapViewOfFile
6548 0x00069614 0x10069614 18  38   .rdata  utf16le EC_WIN_LoadLibrary
6549 0x00069640 0x10069640 31  64   .rdata  utf16le EC_WIN_GetProcessWorkingSetSize
6550 0x00069680 0x10069680 26  54   .rdata  utf16le EC_WIN_GetOverlappedResult
6551 0x000696b8 0x100696b8 18  38   .rdata  utf16le EC_WIN_GetFileSize
6552 0x000696e0 0x100696e0 25  52   .rdata  utf16le EC_WIN_GetDiskFreeSpaceEx
6553 0x00069714 0x10069714 23  48   .rdata  utf16le EC_WIN_GetDiskFreeSpace
6554 0x00069744 0x10069744 18  38   .rdata  utf16le EC_WIN_FreeLibrary
6555 0x0006976c 0x1006976c 20  42   .rdata  utf16le EC_WIN_FindFirstFile
6556 0x00069798 0x10069798 16  34   .rdata  utf16le EC_WIN_FileWrite
6557 0x000697bc 0x100697bc 27  56   .rdata  utf16le EC_WIN_FileTimeToSystemTime
6558 0x000697f4 0x100697f4 21  44   .rdata  utf16le EC_WIN_FileSetPointer
6559 0x00069820 0x10069820 15  32   .rdata  utf16le EC_WIN_FileRead
6560 0x00069840 0x10069840 15  32   .rdata  utf16le EC_WIN_FileOpen
6561 0x00069860 0x10069860 16  34   .rdata  utf16le EC_WIN_FileClose
6562 0x00069884 0x10069884 22  46   .rdata  utf16le EC_WIN_DeviceIoControl
6563 0x000698b4 0x100698b4 24  50   .rdata  utf16le EC_WIN_CreateFileMapping
6564 0x000698e8 0x100698e8 18  38   .rdata  utf16le EC_WIN_CreateEvent
6565 0x00069910 0x10069910 22  46   .rdata  utf16le EC_WIN_CreateDirectory
6566 0x00069940 0x10069940 15  32   .rdata  utf16le EC_WIN_CancelIo
6567 0x00069960 0x10069960 17  36   .rdata  utf16le EC_WrongByteCount
6568 0x00069984 0x10069984 27  56   .rdata  utf16le EC_UseScratchRemovalChanged
6569 0x000699bc 0x100699bc 10  22   .rdata  utf16le EC_TimeOut
6570 0x000699d4 0x100699d4 13  28   .rdata  utf16le EC_SystemInfo
6571 0x000699f0 0x100699f0 18  38   .rdata  utf16le EC_StepperPosition
6572 0x00069a18 0x10069a18 20  42   .rdata  utf16le EC_StepperDidNotStop
6573 0x00069a44 0x10069a44 23  48   .rdata  utf16le EC_StepperAlreadyMoving
6574 0x00069a74 0x10069a74 28  58   .rdata  utf16le EC_SelfTestFailedLensStepper
6575 0x00069ab0 0x10069ab0 26  54   .rdata  utf16le EC_SelfTestFailedFilmDrive
6576 0x00069ae8 0x10069ae8 27  56   .rdata  utf16le EC_SelfTestFailedCcdStepper
6577 0x00069b20 0x10069b20 22  46   .rdata  utf16le EC_ScanLineAcquisition
6578 0x00069b50 0x10069b50 32  66   .rdata  utf16le EC_ResolutionOrFilmFormatChanged
6579 0x00069b94 0x10069b94 15  32   .rdata  utf16le EC_RegistryRead
6580 0x00069bb4 0x10069bb4 28  58   .rdata  utf16le EC_ProcessedRingTailOverflow
6581 0x00069bf0 0x10069bf0 27  56   .rdata  utf16le EC_PreviousHardwareFaultAps
6582 0x00069c28 0x10069c28 17  36   .rdata  utf16le EC_PollPPBStopped
6583 0x00069c4c 0x10069c4c 13  28   .rdata  utf16le EC_PicVersion
6584 0x00069c68 0x10069c68 15  32   .rdata  utf16le EC_ParsingError
6585 0x00069c88 0x10069c88 18  38   .rdata  utf16le EC_NoStripsScanned
6586 0x00069cb0 0x10069cb0 25  52   .rdata  utf16le EC_NoHighResolutionBuffer
6587 0x00069ce4 0x10069ce4 21  44   .rdata  utf16le EC_MissingDllFunction
6588 0x00069d10 0x10069d10 12  26   .rdata  utf16le EC_MemoryNew
6589 0x00069d2c 0x10069d2c 20  42   .rdata  utf16le EC_LampWarmUpFailure
6590 0x00069d58 0x10069d58 21  44   .rdata  utf16le EC_InvalidAdjustValue
6591 0x00069d84 0x10069d84 29  60   .rdata  utf16le EC_InsufficientMemoryPassedIn
6592 0x00069dc0 0x10069dc0 36  74   .rdata  utf16le EC_InsufficientMemoryForSaveToMemory
6593 0x00069e0c 0x10069e0c 20  42   .rdata  utf16le EC_InsufficientLight
6594 0x00069e38 0x10069e38 20  42   .rdata  utf16le EC_ImportedFileColor
6595 0x00069e64 0x10069e64 17  36   .rdata  utf16le EC_ImageNotPlanar
6596 0x00069e88 0x10069e88 16  34   .rdata  utf16le EC_HardwareFault
6597 0x00069eac 0x10069eac 19  40   .rdata  utf16le EC_FocusQuadRegress
6598 0x00069ed4 0x10069ed4 26  54   .rdata  utf16le EC_FocusPredictorThreshold
6599 0x00069f10 0x10069f10 31  64   .rdata  utf16le EC_FocusOutsideRegionOfInterest
6600 0x00069f50 0x10069f50 26  54   .rdata  utf16le EC_FocusCurvatureThreshold
6601 0x00069f88 0x10069f88 23  48   .rdata  utf16le EC_FirmwareVerification
6602 0x00069fb8 0x10069fb8 15  32   .rdata  utf16le EC_FilmInGuides
6603 0x00069fd8 0x10069fd8 15  32   .rdata  utf16le EC_FileNotFound
6604 0x00069ff8 0x10069ff8 27  56   .rdata  utf16le EC_EEPromWarningCheckSumBad
6605 0x0006a030 0x1006a030 21  44   .rdata  utf16le EC_EEPromWarningBlank
6606 0x0006a05c 0x1006a05c 22  46   .rdata  utf16le EC_EEPromMemoryAddress
6607 0x0006a08c 0x1006a08c 15  32   .rdata  utf16le EC_EEPromLength
6608 0x0006a0ac 0x1006a0ac 18  38   .rdata  utf16le EC_EEPromCorrupted
6609 0x0006a0d4 0x1006a0d4 16  34   .rdata  utf16le EC_EEPromAddress
6610 0x0006a0f8 0x1006a0f8 23  48   .rdata  utf16le EC_CS_NotUnlockedAtExit
6611 0x0006a128 0x1006a128 19  40   .rdata  utf16le EC_CS_InvalidUnlock
6612 0x0006a150 0x1006a150 18  38   .rdata  utf16le EC_CS_DoubleUnlock
6613 0x0006a178 0x1006a178 16  34   .rdata  utf16le EC_DllInitialize
6614 0x0006a19c 0x1006a19c 29  60   .rdata  utf16le EC_CreateDirectoryInvalidForm
6615 0x0006a1d8 0x1006a1d8 27  56   .rdata  utf16le EC_ColorCalibrationFromFile
6616 0x0006a210 0x1006a210 26  54   .rdata  utf16le EC_ClientMemoryBufferInUse
6617 0x0006a248 0x1006a248 35  72   .rdata  utf16le EC_BufferDriveMegabytesRollTooSmall
6618 0x0006a290 0x1006a290 19  40   .rdata  utf16le EC_CcdAtoDGainLimit
6619 0x0006a2b8 0x1006a2b8 36  74   .rdata  utf16le EC_CalibratingWizardBusyOrNotRunning
6620 0x0006a304 0x1006a304 27  56   .rdata  utf16le EC_NoFixedPatternCorrection
6621 0x0006a33c 0x1006a33c 19  40   .rdata  utf16le EC_ApplyDragChanged
6622 0x0006a364 0x1006a364 12  26   .rdata  utf16le EC_AidNoRoll
6623 0x0006a380 0x1006a380 20  42   .rdata  utf16le EC_NotAllowedWithAps
6624 0x0006a3ac 0x1006a3ac 29  60   .rdata  utf16le EC_ChangingFrameNumberWithAps
6625 0x0006a3e8 0x1006a3e8 12  26   .rdata  utf16le EC_LampError
6626 0x0006a404 0x1006a404 19  40   .rdata  utf16le EC_InvalidParameter
6627 0x0006a42c 0x1006a42c 24  50   .rdata  utf16le EC_InvalidMemberVariable
6628 0x0006a460 0x1006a460 20  42   .rdata  utf16le EC_FileNameListEmpty
6629 0x0006a48c 0x1006a48c 28  58   .rdata  utf16le EC_CallEnableFullCalibration
6630 0x0006a4c8 0x1006a4c8 16  34   .rdata  utf16le EC_PreviousError
6631 0x0006a4ec 0x1006a4ec 19  40   .rdata  utf16le EC_NotSupportedByHW
6632 0x0006a514 0x1006a514 25  52   .rdata  utf16le EC_AdjustMotorSpeedIsZero
6633 0x0006a548 0x1006a548 33  68   .rdata  utf16le EC_InitializeScannerAlreadyCalled
6634 0x0006a58c 0x1006a58c 20  42   .rdata  utf16le EC_CBAdviseNotCalled
6635 0x0006a5b8 0x1006a5b8 24  50   .rdata  utf16le EC_CBAdviseAlreadyCalled
6636 0x0006a5ec 0x1006a5ec 15  32   .rdata  utf16le EC_StartUpError
6637 0x0006a60c 0x1006a60c 30  62   .rdata  utf16le EC_OneFileNameForMultipleSaves
6638 0x0006a650 0x1006a650 40  82   .rdata  utf16le EC_NoWorkerThreadForMultipleSaveToMemory
6639 0x0006a6a4 0x1006a6a4 23  48   .rdata  utf16le EC_NoClientMemoryBuffer
6640 0x0006a6d4 0x1006a6d4 15  32   .rdata  utf16le EC_InvalidIndex
6641 0x0006a6f4 0x1006a6f4 15  32   .rdata  utf16le EC_TooManyRolls
6642 0x0006a714 0x1006a714 21  44   .rdata  utf16le EC_NoPicturesOrStrips
6643 0x0006a740 0x1006a740 24  50   .rdata  utf16le EC_ScannerNotInitialized
6644 0x0006a774 0x1006a774 27  56   .rdata  utf16le EC_WorkerThreadStartTimeout
6645 0x0006a7ac 0x1006a7ac 27  56   .rdata  utf16le EC_WorkerThreadClientSignal
6646 0x0006a7e8 0x1006a7e8 45  92   .rdata  utf16le EC_WorkerThreadCoGetInterfaceAndReleaseStream
